id	surface	upstream_path	test	status
B-069002ed79	CRATE-PI-EDIT	crates/pi-edit/tests/hashline_apply.rs	slides_a_shallower_body_past_the_closing_line_and_warns	ok
B-6e4cee9635	CRATE-PI-EDIT	crates/pi-edit/tests/hashline_apply.rs	crosses_multiple_closer_levels_and_stops_at_the_body_depth	ok
B-42bfe10fa2	CRATE-PI-EDIT	crates/pi-edit/tests/hashline_apply.rs	refuses_to_cross_a_line_targeted_by_another_hunk	ok
B-8fbff2ead9	CRATE-PI-EDIT	crates/pi-edit/tests/hashline_apply.rs	inward_block_landing_pulls_a_deeper_body_inside	ok
B-3ad397e1ff	CRATE-PI-EDIT	crates/pi-edit/tests/hashline_apply.rs	native_block_resolver_uses_real_syntax	ok
B-90733e2f23	CRATE-PI-EDIT	crates/pi-edit/tests/hashline_apply.rs	block_replace_lowers_to_replacement_inserts_and_deletes	ok
B-d67208731e	CRATE-PI-EDIT	crates/pi-edit/tests/hashline_apply.rs	unresolved_insert_after_block_lowers_and_warns	ok
B-a3a74285ba	CRATE-PI-EDIT	crates/pi-edit/tests/hashline_apply.rs	unresolved_block_replacement_reports_context	ok
B-47af0864df	CRATE-PI-EDIT	crates/pi-edit/tests/hashline_apply.rs	syntax_helpers_use_pi_ast	ok
B-34bc36dc53	CRATE-PI-EDIT	crates/pi-edit/tests/hashline_apply.rs	clipboard_cut_then_gap_paste_moves_lines	ok
B-249e145300	CRATE-PI-EDIT	crates/pi-edit/tests/hashline_apply.rs	repeated_anonymous_pastes_do_not_consume_the_clipboard	ok
B-71311d9df1	CRATE-PI-EDIT	crates/pi-edit/tests/hashline_apply.rs	named_registers_swap_two_regions	ok
B-ba0768d154	CRATE-PI-EDIT	crates/pi-edit/tests/hashline_apply.rs	named_register_gap_paste_warns_and_does_nothing_when_empty	ok
B-9446017e99	CRATE-PI-EDIT	crates/pi-edit/tests/hashline_apply.rs	empty_named_span_paste_is_rejected	ok
B-5b90ae8e6d	CRATE-PI-EDIT	crates/pi-edit/tests/hashline_apply.rs	ambiguous_anonymous_paste_is_rejected	ok
B-51037da97d	CRATE-PI-EDIT	crates/pi-edit/tests/hashline_apply.rs	empty_paste_drop_removes_the_incomplete_preview_op	ok
B-611e06963c	CRATE-PI-EDIT	crates/pi-edit/tests/hashline_apply.rs	recovery_remaps_a_uniform_line_shift	ok
B-23a5182f04	CRATE-PI-EDIT	crates/pi-edit/tests/hashline_apply.rs	recovery_rejects_a_changed_anchor	ok
B-6c1e800e55	CRATE-PI-EDIT	crates/pi-edit/tests/hashline_apply.rs	recovery_replays_unchanged_anchor_onto_current_session_text	ok
B-763eb208a7	CRATE-PI-EDIT	crates/pi-edit/tests/hashline_apply.rs	recovery_remaps_after_a_prior_deletion	ok
B-2cab0b899c	CRATE-PI-EDIT	crates/pi-edit/tests/hashline_apply.rs	recovery_refuses_an_isolated_unique_line_without_neighbor_offset	ok
B-21887e4897	CRATE-PI-EDIT	crates/pi-edit/tests/hashline_apply.rs	recovery_remaps_duplicate_range_when_context_matches	ok
B-e4401a99d3	CRATE-PI-EDIT	crates/pi-edit/tests/hashline_apply.rs	recovery_uses_the_most_recent_snapshot_when_tags_collide	ok
B-76b1c19d3a	CRATE-PI-EDIT	crates/pi-edit/tests/hashline_apply.rs	recovery_rejects_ambiguous_duplicate_anchor_context	ok
B-7db0f804d6	CRATE-PI-EDIT	crates/pi-edit/tests/hashline_parity.rs	legacy_parser_and_applier_cases_match_byte_for_byte	ok
B-ffd517276e	CRATE-PI-EDIT	crates/pi-edit/tests/hashline_parity.rs	compact_diff_preview_matches_all_diff_preview_cases	ok
B-36767ec8de	CRATE-PI-EDIT	crates/pi-edit/tests/hashline_parity.rs	snapshot_store_matches_snapshot_contract_cases	ok
B-fb84a41bc3	CRATE-PI-EDIT	crates/pi-edit/tests/hashline_parity.rs	pure_format_input_and_streaming_contracts_cover_uncaptured_cases	ok
B-92396335be	CRATE-PI-EDIT	crates/pi-edit/tests/hashline_parity.rs	hashline_inspection_matches_streaming_matcher_cases	ok
B-991ef79c6d	CRATE-PI-EDIT	crates/pi-edit/tests/hashline_parity.rs	noop_loop_guard_matches_all_session_cases	ok
B-098226f197	CRATE-PI-EDIT	crates/pi-edit/tests/hashline_parity.rs	coding_agent_hashline_executor_cases_run_through_session	ok
B-09461ea0c2	CRATE-PI-EDIT	crates/pi-edit/tests/hashline_parity.rs	block_replace_cases_resolve_syntax_end_to_end	ok
B-1d0f01fa77	CRATE-PI-EDIT	crates/pi-edit/tests/hashline_parity.rs	seen_line_guard_rejects_hidden_anchors_and_accepts_seen_anchors	ok
B-74909ead6a	CRATE-PI-EDIT	crates/pi-edit/tests/hashline_parity.rs	hashline_streaming_preview_cases_preserve_partial_and_final_contracts	ok
B-5b6e037b76	CRATE-PI-EDIT	crates/pi-edit/tests/hashline_parse.rs	formats_hashline_v4_rows_and_headers	ok
B-73c5e3480b	CRATE-PI-EDIT	crates/pi-edit/tests/hashline_parse.rs	tokenizer_recognizes_headers_ops_payloads_and_envelope	ok
B-ace4afee64	CRATE-PI-EDIT	crates/pi-edit/tests/hashline_parse.rs	tokenizer_streams_crlf_and_final_lines	ok
B-5222cb7ffb	CRATE-PI-EDIT	crates/pi-edit/tests/hashline_parse.rs	parses_lids_and_rejects_unsafe_values	ok
B-979bf333a6	CRATE-PI-EDIT	crates/pi-edit/tests/hashline_parse.rs	parses_literal_replace_in_textual_order	ok
B-a8b13fea23	CRATE-PI-EDIT	crates/pi-edit/tests/hashline_parse.rs	accepts_lenient_range_separators_and_dangling_ranges	ok
B-b290e11b6d	CRATE-PI-EDIT	crates/pi-edit/tests/hashline_parse.rs	parses_all_gap_and_block_targets	ok
B-edc80f4746	CRATE-PI-EDIT	crates/pi-edit/tests/hashline_parse.rs	parses_cut_clipboard_and_register_pastes	ok
B-4000730297	CRATE-PI-EDIT	crates/pi-edit/tests/hashline_parse.rs	rejects_body_rows_for_bodyless_ops	ok
B-32583713f1	CRATE-PI-EDIT	crates/pi-edit/tests/hashline_parse.rs	empty_put_deletes_but_empty_insert_is_rejected	ok
B-a9f2339dc9	CRATE-PI-EDIT	crates/pi-edit/tests/hashline_parse.rs	reports_invalid_absolute_ranges_and_limits	ok
B-c21f6454c1	CRATE-PI-EDIT	crates/pi-edit/tests/hashline_parse.rs	recovers_bare_snapshot_rows_and_rejects_duplicates	ok
B-aacd7e05c4	CRATE-PI-EDIT	crates/pi-edit/tests/hashline_parse.rs	bare_body_prefix_stripping_is_uniform_and_single_pass	ok
B-f3dc470172	CRATE-PI-EDIT	crates/pi-edit/tests/hashline_parse.rs	preserves_numeric_keyed_bodies	ok
B-13f04d876e	CRATE-PI-EDIT	crates/pi-edit/tests/hashline_parse.rs	handles_minus_rows_and_markdown_bullets	ok
B-0d8bfca3a6	CRATE-PI-EDIT	crates/pi-edit/tests/hashline_parse.rs	warns_when_literal_payload_is_an_op	ok
B-bf48277c3d	CRATE-PI-EDIT	crates/pi-edit/tests/hashline_parse.rs	rejects_contaminated_patch_syntax	ok
B-22a96e6fb6	CRATE-PI-EDIT	crates/pi-edit/tests/hashline_parse.rs	recovers_bare_range_header_as_implicit_put	ok
B-045f262812	CRATE-PI-EDIT	crates/pi-edit/tests/hashline_parse.rs	ignores_copied_read_elisions	ok
B-a1154812a2	CRATE-PI-EDIT	crates/pi-edit/tests/hashline_parse.rs	accepts_harmless_cut_colon_with_warning	ok
B-f6227fc675	CRATE-PI-EDIT	crates/pi-edit/tests/hashline_parse.rs	cut_supersedes_placeholder_put_on_exact_range	ok
B-fcac83d270	CRATE-PI-EDIT	crates/pi-edit/tests/hashline_parse.rs	preserves_explicit_and_interior_blank_payload_rows	ok
B-5154c72281	CRATE-PI-EDIT	crates/pi-edit/tests/hashline_parse.rs	drops_trailing_bare_blank_before_next_hunk	ok
B-ad9d588901	CRATE-PI-EDIT	crates/pi-edit/tests/hashline_parse.rs	abort_terminates_parser_without_warning	ok
B-f16f74947d	CRATE-PI-EDIT	crates/pi-edit/tests/hashline_parse.rs	abort_stops_input_before_later_sections	ok
B-60e8f72969	CRATE-PI-EDIT	crates/pi-edit/tests/hashline_parse.rs	removed_del_and_copy_headers_are_orphan_rows	ok
B-8728cb0be3	CRATE-PI-EDIT	crates/pi-edit/tests/hashline_parse.rs	detects_and_coalesces_overlapping_hunks	ok
B-ba93d5b685	CRATE-PI-EDIT	crates/pi-edit/tests/hashline_parse.rs	streaming_drops_incomplete_empty_body_but_keeps_bodyless_ops	ok
B-aa86628527	CRATE-PI-EDIT	crates/pi-edit/tests/hashline_parse.rs	parses_file_ops_and_rejects_invalid_combinations	ok
B-691f07c894	CRATE-PI-EDIT	crates/pi-edit/tests/hashline_parse.rs	input_splits_sections_and_normalizes_tags	ok
B-4453ca2787	CRATE-PI-EDIT	crates/pi-edit/tests/hashline_parse.rs	input_recovers_apply_patch_header_noise_and_spaces	ok
B-599fb801eb	CRATE-PI-EDIT	crates/pi-edit/tests/hashline_parse.rs	input_recovers_headers_nested_in_apply_patch_envelope_markers	ok
B-89eb6bdf61	CRATE-PI-EDIT	crates/pi-edit/tests/hashline_parse.rs	input_rejects_multi_group_headers_instead_of_inventing_a_path	ok
B-2f5f64923f	CRATE-PI-EDIT	crates/pi-edit/tests/hashline_parse.rs	input_rejects_malformed_tags_and_missing_headers	ok
B-62bf7c8011	CRATE-PI-EDIT	crates/pi-edit/tests/hashline_parse.rs	input_supports_fallback_path_and_absolute_paths_in_cwd	ok
B-61b9f0c951	CRATE-PI-EDIT	crates/pi-edit/tests/hashline_parse.rs	input_merges_same_path_sections_and_conflicting_tags_fail	ok
B-2a4f5826c9	CRATE-PI-EDIT	crates/pi-edit/tests/hashline_parse.rs	section_reports_anchor_scope_and_sorted_lines	ok
B-130923362a	CRATE-PI-EDIT	crates/pi-edit/tests/hashline_parse.rs	prefix_helpers_strip_read_and_diff_shapes	ok
B-49b55f5224	CRATE-PI-EDIT	crates/pi-edit/tests/hashline_parse.rs	prefix_helpers_leave_mixed_content_unchanged	ok
B-b0f3c6c5d6	CRATE-PI-EDIT	crates/pi-edit/tests/hashline_parse.rs	mismatch_messages_distinguish_stale_and_unrecognized_hashes	ok
B-6657b5b6e9	CRATE-PI-EDIT	crates/pi-edit/tests/hashline_parse.rs	recognizes_operations_and_emits_canonical_labels	ok
B-f99333cd36	CRATE-PI-EDIT	crates/pi-edit/tests/hashline_patcher.rs	patcher_apply_cases	ok
B-aa57c94913	CRATE-PI-EDIT	crates/pi-edit/tests/hashline_patcher.rs	matcher_paths_accept_partial_sections_and_header_noise	ok
B-e0e9915ad7	CRATE-PI-EDIT	crates/pi-edit/tests/hashline_patcher.rs	no_op_diagnostics_preserve_model_guidance	ok
B-083a3bc268	CRATE-PI-EDIT	crates/pi-edit/tests/hashline_patcher.rs	identical_noop_escalates_on_third_attempt	ok
B-1128663921	CRATE-PI-EDIT	crates/pi-edit/tests/hashline_patcher.rs	streaming_preview_keeps_completed_section_when_trailing_header_arrives	ok
B-e1b08c1d85	CRATE-PI-EDIT	crates/pi-edit/tests/hashline_patcher.rs	completed_preview_surfaces_stale_hash_error	ok
B-b2cc951769	CRATE-PI-EDIT	crates/pi-edit/tests/patch.rs	patch_core_fixtures	ok
B-60c0a44b93	CRATE-PI-EDIT	crates/pi-edit/tests/patch.rs	matcher_digest_uses_added_lines_and_whole_create_content	ok
B-8f59ef720d	CRATE-PI-EDIT	crates/pi-edit/tests/patch.rs	streaming_preview_drops_an_unclosed_first_entry	ok
B-7680234f84	CRATE-PI-EDIT	crates/pi-edit/tests/replace.rs	replace_core_fixtures	ok
B-11e43b4bcb	CRATE-PI-EDIT	crates/pi-edit/tests/replace.rs	replace_old_text_new_text_and_rendered_preview	ok
B-34002b5a25	CRATE-PI-EDIT	crates/pi-edit/tests/replace.rs	prunes_old_text_new_text_while_keeping_diff	ok
B-772c2c13f1	CRATE-PI-EDIT	crates/pi-edit/tests/replace.rs	applies_cursor_batch_sequentially_with_one_aggregate_diff	ok
B-6c8f2bac5a	CRATE-PI-EDIT	crates/pi-edit/tests/replace.rs	cursor_batch_failure_stages_nothing	ok
B-f8d40e2b88	CRATE-PI-EDIT	crates/pi-edit/tests/replace.rs	replace_matcher_entries_use_top_level_path_and_new_string	ok
B-b7e52964b0	CRATE-PI-EDIT	crates/pi-edit/tests/replace.rs	replace_matcher_omits_incomplete_entries	ok
B-828f6e2b33	CRATE-PI-EDIT	crates/pi-edit/tests/replace.rs	streaming_preview_waits_until_new_string_is_present	ok
B-ac0964e598	CRATE-PI-EDIT	crates/pi-edit/tests/replace.rs	preview_uses_compute_edit_diff_error_strings	ok
B-72fd327049	CRATE-PI-EDIT	crates/pi-edit/tests/replace_parity.rs	replace_executor_parity_fixtures	ok
B-15664ae208	CRATE-PI-EDIT	crates/pi-edit/tests/replace_parity.rs	returns_empty_for_no_match	ok
B-dfb82a54ab	CRATE-PI-EDIT	crates/pi-edit/tests/replace_parity.rs	reports_fuzzy_matches_count_when_multiple_above_threshold	ok
B-7519dcbcfc	CRATE-PI-EDIT	crates/pi-edit/tests/replace_parity.rs	preserves_empty_lines	ok
B-03bde5b2c5	CRATE-PI-EDIT	crates/pi-edit/tests/replace_parity.rs	uses_tab_from_actual_text_when_adding_indentation	ok
B-0ebe5749a6	CRATE-PI-EDIT	crates/pi-edit/tests/replace_parity.rs	handles_mixed_content_with_different_indent_levels	ok
B-99567c8a56	CRATE-PI-EDIT	crates/pi-edit/tests/replace_parity.rs	does_not_go_negative_on_removal	ok
B-96a50cd97b	CRATE-PI-EDIT	crates/pi-edit/tests/replace_parity.rs	resolves_parent_targets_outside_cwd	ok
B-c7ef8d59cd	CRATE-PI-EDIT	crates/pi-edit/tests/replace_parity.rs	preserves_absolute_targets_outside_cwd	ok
B-007d3a4867	CRATE-PI-EDIT	crates/pi-edit/tests/replace_parity.rs	expands_home_targets_outside_cwd	ok
B-f0561d1a6b	CRATE-PI-EDIT	crates/pi-edit/tests/replace_parity.rs	canonical_snapshot_key_returns_input_when_no_ancestor_exists	ok
B-c2c3e78f87	CRATE-PI-EDIT	crates/pi-edit/tests/replace_parity.rs	canonical_snapshot_keys_fuse_symlink_equivalent_paths	ok
B-34b9cc75b1	CRATE-PI-EDIT	crates/pi-edit/tests/session.rs	streamed_sloppy_previews_grow_and_match_apply	ok
B-3ab9d7cd31	CRATE-PI-EDIT	crates/pi-edit/tests/session.rs	multi_file_failure_stages_nothing	ok
B-d91e98ed60	CRATE-PI-EDIT	crates/pi-edit/tests/session.rs	apply_rereads_files_changed_after_preview	ok
B-41ba64000c	CRATE-PI-EDIT	crates/pi-edit/tests/session.rs	writer_failure_is_surfaced_verbatim	ok
B-22e991961a	CRATE-PI-EDIT	crates/pi-edit/tests/session.rs	plan_mode_rejects_working_tree_writes_before_writing	ok
B-3298f6ae9c	CRATE-PI-EDIT	crates/pi-edit/tests/session.rs	result_text_uses_compact_preview_and_header	ok
B-088029ae09	CRATE-PI-EDIT	crates/pi-edit/tests/sloppy.rs	apply_fixtures	ok
B-9afb22ccf3	CRATE-PI-EDIT	crates/pi-edit/tests/sloppy.rs	correctly_maps_source_spans_across_multi_byte_astral_characters_emoji	ok
B-df92630a5e	CRATE-PI-EDIT	crates/pi-edit/tests/sloppy.rs	escalates_the_third_identical_no_op_with_stop_guidance	ok
B-6838371275	CRATE-PI-EDIT	crates/pi-edit/tests/sloppy.rs	returns_a_diff_for_an_applicable_section_and_an_error_for_a_miss	ok
B-5db725396d	CRATE-PI-EDIT	crates/pi-edit/tests/sloppy.rs	inspect_exposes_matcher_paths_and_entries	ok
B-f16ab8458b	CRATE-PI-EDIT	crates/pi-edit/tests/sloppy.rs	missing_file_target_uses_the_taught_opener	ok
B-61f84a719f	CRATE-PI-EDIT	crates/pi-edit/tests/sloppy_parse.rs	reads_sm_edit_openers_natively_a_bare_sm_edit_continuing_in_the_same_file	ok
B-951116e9d2	CRATE-PI-EDIT	crates/pi-edit/tests/sloppy_parse.rs	splits_sections_from_a_payload_wrapped_in_a_patch_envelope	ok
B-41234d5c98	CRATE-PI-EDIT	crates/pi-edit/tests/sloppy_parse.rs	trims_whitespace_inside_the_path_attribute	ok
B-c1bdd3031c	CRATE-PI-EDIT	crates/pi-edit/tests/sloppy_parse.rs	extracts_an_inline_payload_region_without_swallowing_surrounding_prose	ok
B-642c96c482	CRATE-PI-EDIT	crates/pi-edit/tests/sloppy_parse.rs	ends_an_inline_region_at_trailing_prose_even_without_a_close	ok
B-357acc36d9	CRATE-PI-EDIT	crates/pi-edit/tests/sloppy_parse.rs	extracts_disjoint_inline_regions_with_narration_between_them	ok
B-a2aaca27ad	CRATE-PI-EDIT	crates/pi-edit/tests/sloppy_parse.rs	ignores_a_payload_quoted_inside_a_markdown_code_fence	ok
B-580d8b286c	CRATE-PI-EDIT	crates/pi-edit/tests/sloppy_parse.rs	drops_an_inline_region_that_compiles_to_no_sections	ok
B-6076ecb759	CRATE-PI-EDIT	crates/pi-edit/tests/sloppy_parse.rs	reports_utf16_offsets_for_inline_regions_after_non_bmp_text	ok
B-3aae88f6bd	CRATE-PI-EDIT	crates/pi-edit/tests/sloppy_parse.rs	split_sloppy_sections_splits_a_payload_into_per_file_sections	ok
B-2236ee3802	CRATE-PI-EDIT	crates/pi-edit/tests/sloppy_parse.rs	split_sloppy_sections_merges_repeated_sections_for_the_same_file_in_order	ok
B-7253f1ad27	CRATE-PI-EDIT	crates/pi-edit/tests/sloppy_parse.rs	split_sloppy_sections_keeps_tag_looking_content_lines_inside_their_operation	ok
B-0f10dc56b1	CRATE-PI-EDIT	crates/pi-edit/tests/sloppy_parse.rs	split_sloppy_sections_returns_empty_for_a_payload_without_a_leading_header	ok
B-b7af8f5d20	CRATE-PI-EDIT	crates/pi-edit/tests/sloppy_parse.rs	tag_surface_leniency_supports_implicit_find_put_all_and_inline_tags	ok
B-845b63884c	CRATE-PI-EDIT	crates/pi-edit/tests/sloppy_parse.rs	envelope_noise_stripping_discards_commentary_until_the_next_opener	ok
B-ccd96f7410	CRATE-PI-EDIT	crates/pi-edit/tests/sloppy_parse.rs	returns_the_complete_atomic_payload_when_an_operation_lacks_sm_put	ok
B-586f942f7e	CRATE-PI-EDIT	crates/pi-edit/tests/sloppy_parse.rs	hands_back_a_fill_in_skeleton_for_a_truncated_register_rewrite_without_echoing_the_broken_payload	ok
B-b425c6de61	CRATE-PI-EDIT	crates/pi-edit/tests/sloppy_parse.rs	rejects_a_numbered_opener_and_names_the_two_valid_openers	ok
B-c0f18abe4e	CRATE-PI-EDIT	crates/pi-edit/tests/sloppy_parse.rs	rejects_malformed_marker_envelopes_at_parse_time	ok
B-ee11ad7577	CRATE-PI-EDIT	crates/pi-edit/tests/sloppy_parse.rs	does_not_split_a_register_reference_glued_to_extra_content	ok
B-d10b959e41	CRATE-PI-EDIT	crates/pi-edit/tests/sloppy_parse.rs	rejects_self_forward_and_match_register_references	ok
B-c5aad25ca3	CRATE-PI-EDIT	crates/pi-edit/tests/sloppy_parse.rs	normalizes_markdown_fences_patch_envelopes_and_leading_blanks	ok
B-8648a9e348	CRATE-PI-EDIT	crates/pi-edit/tests/sloppy_parse.rs	drops_a_text_block_the_payload_fully_occupied_leaving_only_the_region	ok
B-a44c937c40	CRATE-PI-EDIT	crates/pi-edit/tests/sloppy_parse.rs	parses_marker_add_runs_as_inline_insertions_without_consuming_the_next_anchor_twice	ok
B-9e5fcbd024	CRATE-PI-EDIT	crates/pi-edit/tests/sloppy_parse.rs	recovers_a_rewrite_written_as_a_selection_directive_list	ok
B-1b8dd352ce	CRATE-PI-EDIT	crates/pi-edit/tests/sloppy_parse.rs	recovers_a_stray_close_typed_as_an_inline_divider	ok
B-fccd78673f	CRATE-PI-EDIT	crates/pi-edit/tests/sloppy_parse.rs	auto_splits_a_uniquely_matching_match_prefix_from_an_omitted_separator	ok
B-39b24331cf	CRATE-PI-EDIT	crates/pi-edit/tests/sloppy_parse.rs	recovers_guillemets_used_as_brackets_around_old_and_new_blocks	ok
B-92f002862e	CRATE-PI-EDIT	crates/pi-edit/tests/sloppy_parse.rs	ir_to_xml_preserves_operation_boundaries_and_all	ok
